#,dist(asec),prob.,link ref,link,identifier,typ,coord1 (ICRS J2000/2000),Mag U,Mag B,Mag V,Mag R,Mag I,spec. type,#bib,#not
172,918.22,100,2010ApJS..186..191C,B,2MASS J02184983+5652463,*,02 18 49.8287350320 +56 52 46.510254228,~,16.49,15.701,~,14.7295,F1.9V,3,0
173,844.80,100,2010ApJS..186..191C,B,2MASS J02174785+5657398,*,02 17 47.8559862000 +56 57 39.795117516,~,16.66,15.696,~,14.6905,G1.4V,3,0
174,668.01,100,2010ApJS..186..191C,B,2MASS J02184571+5657017,*,02 18 45.7165864464 +56 57 01.758802428,~,16.65,15.712,~,14.5898,G0.7V,3,0
175,1166.55,100,2010ApJS..186..191C,B,2MASS J02172736+5652597,*,02 17 27.3779024544 +56 52 59.671928568,~,16.68,15.665,~,14.6089,F8.8V,3,0
176,987.16,100,2010ApJS..186..191C,B,2MASS J02191975+5651514,*,02 19 19.7506605960 +56 51 51.603701400,~,16.50,15.731,~,14.777,F2.9V,3,0
177,1036.29,100,2010ApJS..186..191C,B,2MASS J02174639+5653459,*,02 17 46.3990749552 +56 53 45.935523348,~,16.38,15.716,~,14.892,A7.6V,3,0
178,1025.48,100,2010ApJS..186..191C,B,2MASS J02190798+5651002,*,02 19 07.9901096952 +56 51 00.278826552,~,16.41,15.754,~,15.0008,A8.2V,3,0
179,809.40,60,2020A&A...633A..99C,B,2MASS J02182807+5655103,*,02 18 28.0736250480 +56 55 10.343161884,~,16.42,15.761,~,15.0457,A6.3V,4,0
180,809.40,100,2010ApJS..186..191C,B,2MASS J02182807+5655103,*,02 18 28.0736250480 +56 55 10.343161884,~,16.42,15.761,~,15.0457,A6.3V,4,0
181,612.55,100,2010ApJS..186..191C,B,2MASS J02183868+5658100,*,02 18 38.6848367136 +56 58 10.114721976,~,16.64,15.786,~,14.773,F4.9V,3,0
182,925.18,100,2010ApJS..186..191C,B,2MASS J02182853+5653087,*,02 18 28.5390294135 +56 53 08.709466509,~,16.42,15.800,~,15.0452,A4.1V,4,0
183,786.22,100,2010ApJS..186..191C,B,2MASS J02184083+5655085,*,02 18 40.8408573432 +56 55 08.524220628,~,16.57,15.856,~,15.0321,A6.7V,3,0
184,809.64,100,2010ApJS..186..191C,B,2MASS J02172391+5703380,*,02 17 23.9226389760 +57 03 38.007396324,~,16.77,15.842,~,14.8084,F5.1V,3,0
185,1073.75,100,2010ApJS..186..191C,B,2MASS J02170427+5658593,*,02 17 04.2834780456 +56 58 59.251833192,~,16.73,15.817,~,14.875,F4.0V,3,0
186,970.86,100,2010ApJS..186..191C,B,2MASS J02193990+5652544,*,02 19 39.9124057728 +56 52 54.394981032,~,16.62,15.9371,~,15.112,A8.9V,3,0
187,881.70,100,2010ApJS..186..191C,B,2MASS J02172991+5659293,*,02 17 29.9253118632 +56 59 29.280345216,~,16.68,15.9383,~,15.063,A8.4V,3,0
188,946.39,100,2010ApJS..186..191C,B,2MASS J02180056+5654196,*,02 18 00.5687468352 +56 54 19.610737236,~,16.77,15.9305,~,14.930,F3.1V,3,0
189,783.06,50,2020A&A...633A..99C,B,2MASS J02172618+5704067,*,02 17 26.1842538048 +57 04 06.718285452,~,16.74,15.959,~,15.085,A9.6V,4,0
190,783.06,100,2010ApJS..186..191C,B,2MASS J02172618+5704067,*,02 17 26.1842538048 +57 04 06.718285452,~,16.74,15.959,~,15.085,A9.6V,4,0
191,903.99,100,2010ApJS..186..191C,B,2MASS J02171928+5701081,*,02 17 19.2914627016 +57 01 08.052445956,~,16.78,15.970,~,15.052,F1.0V,3,0
192,1028.91,100,2010ApJS..186..191C,B,2MASS J02180404+5652320,*,02 18 04.0562598648 +56 52 31.999856628,~,16.80,16.0373,~,15.133,F0.1V,3,0
193,605.58,100,2010ApJS..186..191C,B,2MASS J02180267+5701167,*,02 18 02.6858832456 +57 01 16.755348828,~,16.86,16.0720,~,15.1388,F2.3V,3,0
194,1016.19,100,2010ApJS..186..191C,B,2MASS J02194476+5652213,*,02 19 44.7690322296 +56 52 21.291059532,~,16.96,16.0753,~,15.015,F4.8V,3,0
195,856.81,100,2010ApJS..186..191C,B,2MASS J02182727+5654227,*,02 18 27.2785540248 +56 54 22.735296792,~,16.91,16.0774,~,15.082,F4.6V,3,0
196,1042.56,100,2010ApJS..186..191C,B,2MASS J02194161+5651430,*,02 19 41.6263711584 +56 51 43.139357784,~,16.84,16.0819,~,15.125,F1.8V,3,0
197,1130.48,100,2010ApJS..186..191C,B,2MASS J02171163+5655566,*,02 17 11.6493799968 +56 55 56.636585616,~,16.86,16.0679,~,15.196,F1.5V,3,0
198,737.67,100,2010ApJS..186..191C,B,2MASS J02174839+5700096,*,02 17 48.3993132912 +57 00 09.633502368,~,16.89,16.0906,~,15.1300,F0.7V,3,0
199,972.28,100,2010ApJS..186..191C,B,2MASS J02171437+5659592,*,02 17 14.3850027504 +56 59 59.110495692,~,16.92,16.0979,~,15.1723,F0.7V,3,0
200,698.17,60,2020A&A...633A..99C,B,2MASS J02190370+5656258,*,02 19 03.7038128400 +56 56 25.872402084,~,16.99,16.1059,~,15.2366,F2.0V,4,0
201,698.17,100,2010ApJS..186..191C,B,2MASS J02190370+5656258,*,02 19 03.7038128400 +56 56 25.872402084,~,16.99,16.1059,~,15.2366,F2.0V,4,0
202,986.53,100,2010ApJS..186..191C,B,2MASS J02171318+5659475,*,02 17 13.1909085216 +56 59 47.547335364,~,16.92,16.1070,~,15.2234,F1.1V,3,0
203,712.42,100,2010ApJS..186..191C,B,2MASS J02184217+5656215,*,02 18 42.1727132688 +56 56 21.545713752,~,16.97,16.1473,~,15.2283,F0.8V,3,0
204,1022.04,100,2010ApJS..186..191C,B,2MASS J02182694+5651320,*,02 18 26.9559948312 +56 51 32.002964604,~,17.03,16.1624,~,15.1990,F6.3V,3,0
205,941.48,100,2010ApJS..186..191C,B,2MASS J02172288+5659069,*,02 17 22.9037083320 +56 59 06.880932636,~,16.98,16.0876,~,15.2030,A9.5V,3,0
206,694.29,100,2010ApJS..186..191C,B,2MASS J02174287+5702324,*,02 17 42.8878375752 +57 02 32.445578220,~,17.12,16.1872,~,15.066,F4.3V,3,0
207,649.23,100,2010ApJS..186..191C,B,2MASS J02183097+5657513,*,02 18 30.9819775584 +56 57 51.270066540,~,17.12,16.2292,~,15.1963,F1.5V,3,0
208,828.43,100,2010ApJS..186..191C,B,2MASS J02192193+5654376,*,02 19 21.9387722976 +56 54 37.675934496,~,17.04,16.2096,~,15.2293,F4.1V,3,0
209,855.14,50,2020A&A...633A..99C,B,2MASS J02181156+5655152,*,02 18 11.5620360456 +56 55 15.241668456,~,17.09,16.2635,~,15.2992,F3.2V,4,0
210,855.14,100,2010ApJS..186..191C,B,2MASS J02181156+5655152,*,02 18 11.5620360456 +56 55 15.241668456,~,17.09,16.2635,~,15.2992,F3.2V,4,0
211,784.79,50,2020A&A...633A..99C,B,2MASS J02181522+5656190,*,02 18 15.2195677536 +56 56 18.909024216,~,17.12,16.2903,~,15.372,F1.2V,4,0
212,784.79,100,2010ApJS..186..191C,B,2MASS J02181522+5656190,*,02 18 15.2195677536 +56 56 18.909024216,~,17.12,16.2903,~,15.372,F1.2V,4,0
213,763.43,100,2010ApJS..186..191C,B,2MASS J02181599+5656396,*,02 18 15.9978520800 +56 56 39.596025300,~,17.13,16.2834,~,15.344,F4.4V,3,0
214,853.65,100,2010ApJS..186..191C,B,2MASS J02174766+5657293,*,02 17 47.6663909904 +56 57 29.249847972,~,17.10,16.2850,~,15.357,F1.4V,3,0
215,1093.74,100,2010ApJS..186..191C,B,2MASS J02181178+5650554,*,02 18 11.7873707664 +56 50 55.434854040,~,17.14,16.3278,~,15.384,F3.5V,3,0
216,896.44,100,2010ApJS..186..191C,B,2MASS J02192642+5653369,*,02 19 26.4277841928 +56 53 36.899528352,~,17.23,16.390,~,15.354,F2.8V,3,0
217,867.22,70,2020A&A...633A..99C,B,LS V +57 9,*,02 18 29.8973312592 +57 21 59.454531684,~,10.56,10.41,~,~,OB-,20,0
218,867.22,70,2020A&A...640A...1C,B,LS V +57 9,*,02 18 29.8973312592 +57 21 59.454531684,~,10.56,10.41,~,~,OB-,20,0
219,867.22,100,2006ApJ...648..580H,S,LS V +57 9,*,02 18 29.8973312592 +57 21 59.454531684,~,10.56,10.41,~,~,OB-,20,0
220,867.22,100,2012AJ....144..158M,B,LS V +57 9,*,02 18 29.8973312592 +57 21 59.454531684,~,10.56,10.41,~,~,OB-,20,0
221,695.89,100,2010ApJ...722..605H,B,BD+56 481,*,02 17 35.1194250672 +57 05 08.428388244,~,9.97,9.0341,~,8.6521,B0.5V,27,0
222,695.89,100,2010ApJS..186..191C,B,BD+56 481,*,02 17 35.1194250672 +57 05 08.428388244,~,9.97,9.0341,~,8.6521,B0.5V,27,0
223,681.97,100,2006ApJ...648..580H,S,BD+56 482,*,02 17 39.1324149096 +57 11 57.604381800,9.06,9.68,9.4140,~,~,B1.0III,40,0
224,681.97,100,2010ApJ...722..605H,B,BD+56 482,*,02 17 39.1324149096 +57 11 57.604381800,9.06,9.68,9.4140,~,~,B1.0III,40,0
225,681.97,100,2012AJ....144..158M,B,BD+56 482,*,02 17 39.1324149096 +57 11 57.604381800,9.06,9.68,9.4140,~,~,B1.0III,40,0
226,575.59,100,2006ApJ...648..580H,S,HD 13969,*,02 17 49.8454024416 +57 05 25.578297996,8.56,9.15,8.0183,8.56,7.5970,B0.7III,75,0
227,575.59,100,2010ApJS..186..191C,B,HD 13969,*,02 17 49.8454024416 +57 05 25.578297996,8.56,9.15,8.0183,8.56,7.5970,B0.7III,75,0
228,575.59,100,2012AJ....144..158M,B,HD 13969,*,02 17 49.8454024416 +57 05 25.578297996,8.56,9.15,8.0183,8.56,7.5970,B0.7III,75,0
229,884.87,100,2006ApJ...648..580H,S,BD+56 488,bC*,02 18 13.5196518768 +57 21 30.875205024,~,10.42,10.10,~,~,B,16,0
230,372.55,100,2006ApJ...648..580H,S,BD+56 489,Be*,02 18 15.0972427152 +57 10 16.037782500,~,10.22,10.219,~,~,B3e,20,0
231,372.55,100,2012AJ....144..158M,B,BD+56 489,Be*,02 18 15.0972427152 +57 10 16.037782500,~,10.22,10.219,~,~,B3e,20,0
232,372.55,100,2018A&A...616A..10G,B,BD+56 489,Be*,02 18 15.0972427152 +57 10 16.037782500,~,10.22,10.219,~,~,B3e,20,0
233,426.74,60,2020A&A...633A..99C,B,BD+56 491,*,02 18 17.0700391752 +57 12 31.081145400,~,10.2,10.2480,~,9.1523,B1.3V,15,0
234,426.74,100,2006ApJ...648..580H,S,BD+56 491,*,02 18 17.0700391752 +57 12 31.081145400,~,10.2,10.2480,~,9.1523,B1.3V,15,0
235,426.74,100,2012AJ....144..158M,B,BD+56 491,*,02 18 17.0700391752 +57 12 31.081145400,~,10.2,10.2480,~,9.1523,B1.3V,15,0
236,426.74,100,2018A&A...616A..10G,B,BD+56 491,*,02 18 17.0700391752 +57 12 31.081145400,~,10.2,10.2480,~,9.1523,B1.3V,15,0
237,528.29,100,2010ApJ...722..605H,B,V* V757 Per,bC*,02 18 23.0493577512 +57 00 36.728373708,8.05,8.67,7.8288,8.17,7.4510,B0.7II,84,0
238,528.29,100,2010ApJS..186..191C,B,V* V757 Per,bC*,02 18 23.0493577512 +57 00 36.728373708,8.05,8.67,7.8288,8.17,7.4510,B0.7II,84,0
239,528.29,100,2018A&A...616A..10G,B,V* V757 Per,bC*,02 18 23.0493577512 +57 00 36.728373708,8.05,8.67,7.8288,8.17,7.4510,B0.7II,84,0
240,360.49,90,2020A&A...633A..99C,B,HD 14052,SB*,02 18 28.1569905024 +57 12 30.146357700,7.90,8.48,7.7866,~,7.3575,B1Ib,89,0
241,360.49,90,2020A&A...640A...1C,B,HD 14052,SB*,02 18 28.1569905024 +57 12 30.146357700,7.90,8.48,7.7866,~,7.3575,B1Ib,89,0
242,360.49,100,2010ApJS..186..191C,B,HD 14052,SB*,02 18 28.1569905024 +57 12 30.146357700,7.90,8.48,7.7866,~,7.3575,B1Ib,89,0
243,360.49,100,2012AJ....144..158M,B,HD 14052,SB*,02 18 28.1569905024 +57 12 30.146357700,7.90,8.48,7.7866,~,7.3575,B1Ib,89,0
244,360.49,100,2018A&A...616A..10G,B,HD 14052,SB*,02 18 28.1569905024 +57 12 30.146357700,7.90,8.48,7.7866,~,7.3575,B1Ib,89,0
245,344.12,100,2006ApJ...648..580H,S,BD+56 502,Be*,02 18 32.7771648600 +57 12 39.684099204,9.02,9.58,8.3904,~,7.9740,B1.0V,59,0
246,344.12,100,2010ApJS..186..191C,B,BD+56 502,Be*,02 18 32.7771648600 +57 12 39.684099204,9.02,9.58,8.3904,~,7.9740,B1.0V,59,0
247,344.12,100,2012AJ....144..158M,B,BD+56 502,Be*,02 18 32.7771648600 +57 12 39.684099204,9.02,9.58,8.3904,~,7.9740,B1.0V,59,0
248,185.99,100,2006ApJ...648..580H,S,BD+56 504,*,02 18 40.3146930864 +57 06 03.140719164,9.17,9.611,8.4735,~,8.0657,B1.5III,37,0
249,185.99,100,2010ApJS..186..191C,B,BD+56 504,*,02 18 40.3146930864 +57 06 03.140719164,9.17,9.611,8.4735,~,8.0657,B1.5III,37,0
250,189.27,70,2020A&A...633A..99C,B,NGC 869 800,*,02 18 42.6250818288 +57 10 25.583944548,12.33,12.579,12.2727,~,11.8249,B3.2V,22,0
251,189.27,70,2020A&A...640A...1C,B,NGC 869 800,*,02 18 42.6250818288 +57 10 25.583944548,12.33,12.579,12.2727,~,11.8249,B3.2V,22,0
252,189.27,100,2010ApJ...722..605H,B,NGC 869 800,*,02 18 42.6250818288 +57 10 25.583944548,12.33,12.579,12.2727,~,11.8249,B3.2V,22,0
253,189.27,100,2018A&A...616A..10G,B,NGC 869 800,*,02 18 42.6250818288 +57 10 25.583944548,12.33,12.579,12.2727,~,11.8249,B3.2V,22,0
254,120.75,100,2010ApJS..186..191C,B,NGC 869 837,*,02 18 47.2410776808 +57 09 26.914602996,~,14.583,14.1176,~,13.450,B7.4V,13,0
255,551.29,100,2006ApJ...648..580H,S,BD+56 508,bC*,02 18 48.0174482688 +57 17 07.889853336,~,9.72,8.3787,~,7.8966,B2.0V,26,0
256,551.29,100,2010ApJS..186..191C,B,BD+56 508,bC*,02 18 48.0174482688 +57 17 07.889853336,~,9.72,8.3787,~,7.8966,B2.0V,26,0
257,390.19,50,2020A&A...633A..99C,B,BD+56 509,Be*,02 18 48.3723516000 +57 14 24.925438248,~,~,~,10.01,~,B1e,17,0
258,390.19,100,2010ApJ...722..605H,B,BD+56 509,Be*,02 18 48.3723516000 +57 14 24.925438248,~,~,~,10.01,~,B1e,17,0
259,390.19,100,2012AJ....144..158M,B,BD+56 509,Be*,02 18 48.3723516000 +57 14 24.925438248,~,~,~,10.01,~,B1e,17,0
260,390.19,100,2018A&A...616A..10G,B,BD+56 509,Be*,02 18 48.3723516000 +57 14 24.925438248,~,~,~,10.01,~,B1e,17,0
261,80.33,100,2010ApJ...722..605H,B,NGC 869 859,*,02 18 49.5437025648 +57 07 18.909925248,10.71,11.080,10.7850,~,10.3895,B2.0V,25,0
262,80.33,100,2012AJ....144..158M,B,NGC 869 859,*,02 18 49.5437025648 +57 07 18.909925248,10.71,11.080,10.7850,~,10.3895,B2.0V,25,0
263,80.33,100,2018A&A...616A..10G,B,NGC 869 859,*,02 18 49.5437025648 +57 07 18.909925248,10.71,11.080,10.7850,~,10.3895,B2.0V,25,0
264,99.33,70,2020A&A...633A..99C,B,NGC 869 869,*,02 18 49.7450665584 +57 06 48.093233256,12.16,12.364,12.071,~,11.622,B2.0V,23,0
265,99.33,70,2020A&A...640A...1C,B,NGC 869 869,*,02 18 49.7450665584 +57 06 48.093233256,12.16,12.364,12.071,~,11.622,B2.0V,23,0
266,99.33,100,2010ApJS..186..191C,B,NGC 869 869,*,02 18 49.7450665584 +57 06 48.093233256,12.16,12.364,12.071,~,11.622,B2.0V,23,0
267,99.33,100,2018A&A...616A..10G,B,NGC 869 869,*,02 18 49.7450665584 +57 06 48.093233256,12.16,12.364,12.071,~,11.622,B2.0V,23,0
268,83.48,50,2020A&A...633A..99C,B,NGC 869 885,*,02 18 50.9788969752 +57 09 04.463131824,~,16.323,15.813,~,15.0072,A6.3V,10,0
269,83.48,100,2010ApJS..186..191C,B,NGC 869 885,*,02 18 50.9788969752 +57 09 04.463131824,~,16.323,15.813,~,15.0072,A6.3V,10,0
270,83.48,100,2018A&A...616A..10G,B,NGC 869 885,*,02 18 50.9788969752 +57 09 04.463131824,~,16.323,15.813,~,15.0072,A6.3V,10,0
271,21.38,60,2020A&A...633A..99C,B,NGC 869 935,*,02 18 55.4882138496 +57 07 52.881976560,~,14.498,14.1878,~,13.595,B6.6V,15,0
272,21.38,100,2010ApJS..186..191C,B,NGC 869 935,*,02 18 55.4882138496 +57 07 52.881976560,~,14.498,14.1878,~,13.595,B6.6V,15,0
273,21.38,100,2018A&A...616A..10G,B,NGC 869 935,*,02 18 55.4882138496 +57 07 52.881976560,~,14.498,14.1878,~,13.595,B6.6V,15,0
274,258.77,90,2020A&A...633A..99C,B,NGC 869 974,*,02 18 58.7220899040 +57 12 21.066630336,~,16.13,15.512,~,14.737,A1.5V,8,0
275,258.77,90,2020A&A...640A...1C,B,NGC 869 974,*,02 18 58.7220899040 +57 12 21.066630336,~,16.13,15.512,~,14.737,A1.5V,8,0
276,258.77,100,2010ApJS..186..191C,B,NGC 869 974,*,02 18 58.7220899040 +57 12 21.066630336,~,16.13,15.512,~,14.737,A1.5V,8,0
277,258.77,100,2018A&A...616A..10G,B,NGC 869 974,*,02 18 58.7220899040 +57 12 21.066630336,~,16.13,15.512,~,14.737,A1.5V,8,0
278,15.65,80,2020A&A...633A..99C,B,NGC 869 963,V*,02 18 57.6823349688 +57 08 17.992912128,10.84,11.320,11.0730,~,~,B2V,28,0
279,15.65,80,2020A&A...640A...1C,B,NGC 869 963,V*,02 18 57.6823349688 +57 08 17.992912128,10.84,11.320,11.0730,~,~,B2V,28,0
280,15.65,100,2018A&A...616A..10G,B,NGC 869 963,V*,02 18 57.6823349688 +57 08 17.992912128,10.84,11.320,11.0730,~,~,B2V,28,0
281,36.12,80,2020A&A...633A..99C,B,NGC 869 982,*,02 18 59.0902792560 +57 07 27.743569212,~,14.332,13.9805,13.90,13.4131,B9,15,0
282,36.12,80,2020A&A...640A...1C,B,NGC 869 982,*,02 18 59.0902792560 +57 07 27.743569212,~,14.332,13.9805,13.90,13.4131,B9,15,0
283,36.12,100,2018A&A...616A..10G,B,NGC 869 982,*,02 18 59.0902792560 +57 07 27.743569212,~,14.332,13.9805,13.90,13.4131,B9,15,0
284,148.90,80,2020A&A...633A..99C,B,BD+56 513,*,02 18 49.4817249504 +57 05 49.969791564,9.76,10.25,9.1590,~,8.5592,B0.9III,42,0
285,148.90,80,2020A&A...640A...1C,B,BD+56 513,*,02 18 49.4817249504 +57 05 49.969791564,9.76,10.25,9.1590,~,8.5592,B0.9III,42,0
286,148.90,100,2006ApJ...648..580H,S,BD+56 513,*,02 18 49.4817249504 +57 05 49.969791564,9.76,10.25,9.1590,~,8.5592,B0.9III,42,0
287,148.90,100,2010ApJS..186..191C,B,BD+56 513,*,02 18 49.4817249504 +57 05 49.969791564,9.76,10.25,9.1590,~,8.5592,B0.9III,42,0
288,148.90,100,2012AJ....144..158M,B,BD+56 513,*,02 18 49.4817249504 +57 05 49.969791564,9.76,10.25,9.1590,~,8.5592,B0.9III,42,0
289,37.98,80,2020A&A...633A..99C,B,BD+56 515,Be*,02 18 53.8611376104 +57 08 22.236580968,9.33,9.87,8.5262,~,8.0645,B2.0V,43,0
290,37.98,80,2020A&A...640A...1C,B,BD+56 515,Be*,02 18 53.8611376104 +57 08 22.236580968,9.33,9.87,8.5262,~,8.0645,B2.0V,43,0
291,37.98,100,2006ApJ...648..580H,S,BD+56 515,Be*,02 18 53.8611376104 +57 08 22.236580968,9.33,9.87,8.5262,~,8.0645,B2.0V,43,0
292,37.98,100,2010ApJS..186..191C,B,BD+56 515,Be*,02 18 53.8611376104 +57 08 22.236580968,9.33,9.87,8.5262,~,8.0645,B2.0V,43,0
293,37.98,100,2012AJ....144..158M,B,BD+56 515,Be*,02 18 53.8611376104 +57 08 22.236580968,9.33,9.87,8.5262,~,8.0645,B2.0V,43,0
294,37.98,100,2018A&A...616A..10G,B,BD+56 515,Be*,02 18 53.8611376104 +57 08 22.236580968,9.33,9.87,8.5262,~,8.0645,B2.0V,43,0
295,66.49,80,2020A&A...633A..99C,B,BD+56 517,*,02 18 55.7271815616 +57 09 06.625290312,10.26,10.77,10.4410,~,9.6640,B1.5III,42,0
296,66.49,80,2020A&A...640A...1C,B,BD+56 517,*,02 18 55.7271815616 +57 09 06.625290312,10.26,10.77,10.4410,~,9.6640,B1.5III,42,0
297,66.49,100,2018A&A...616A..10G,B,BD+56 517,*,02 18 55.7271815616 +57 09 06.625290312,10.26,10.77,10.4410,~,9.6640,B1.5III,42,0
298,84.76,90,2020A&A...633A..99C,B,BD+56 518,*,02 18 58.9988006448 +57 09 26.631548388,10.53,10.97,10.6840,~,9.8608,B2.0III,46,0
299,84.76,90,2020A&A...640A...1C,B,BD+56 518,*,02 18 58.9988006448 +57 09 26.631548388,10.53,10.97,10.6840,~,9.8608,B2.0III,46,0
300,84.76,100,2018A&A...616A..10G,B,BD+56 518,*,02 18 58.9988006448 +57 09 26.631548388,10.53,10.97,10.6840,~,9.8608,B2.0III,46,0
301,40.97,50,2020A&A...633A..99C,B,BD+56 519,*,02 18 58.9757073576 +57 08 42.317905524,9.54,10.00,9.7460,~,~,B2.0III,30,0
302,40.97,100,2006ApJ...648..580H,S,BD+56 519,*,02 18 58.9757073576 +57 08 42.317905524,9.54,10.00,9.7460,~,~,B2.0III,30,0
303,40.97,100,2018A&A...616A..10G,B,BD+56 519,*,02 18 58.9757073576 +57 08 42.317905524,9.54,10.00,9.7460,~,~,B2.0III,30,0
304,46.13,100,2012AJ....144..158M,B,BD+56 520,bC*,02 19 00.2068359360 +57 08 44.320290036,9.71,10.20,10.0010,~,~,B1.5IV,30,0
305,59.82,100,2010ApJ...722..605H,B,NGC 869 1000,*,02 19 00.7601692896 +57 07 07.507827948,~,13.587,13.1910,~,12.6051,~,10,0
306,65.45,70,2020A&A...633A..99C,B,NGC 869 1004,*,02 19 00.9346112592 +57 09 02.812563108,10.8,11.186,10.9050,~,10.3183,B1.4V,28,0
307,65.45,70,2020A&A...640A...1C,B,NGC 869 1004,*,02 19 00.9346112592 +57 09 02.812563108,10.8,11.186,10.9050,~,10.3183,B1.4V,28,0
308,65.45,100,2010ApJ...722..605H,B,NGC 869 1004,*,02 19 00.9346112592 +57 09 02.812563108,10.8,11.186,10.9050,~,10.3183,B1.4V,28,0
309,65.45,100,2018A&A...616A..10G,B,NGC 869 1004,*,02 19 00.9346112592 +57 09 02.812563108,10.8,11.186,10.9050,~,10.3183,B1.4V,28,0
310,163.83,100,2006ApJ...648..580H,S,BD+56 521,*,02 19 01.7289279528 +57 10 43.146699744,10.73,10.844,10.3051,~,9.8469,B8V,32,0
311,163.83,100,2010ApJ...722..605H,B,BD+56 521,*,02 19 01.7289279528 +57 10 43.146699744,10.73,10.844,10.3051,~,9.8469,B8V,32,0
312,634.03,60,2020A&A...633A..99C,B,BD+56 523,*,02 19 04.9811102952 +56 57 31.057209684,~,10.65,10.5140,~,~,B1.5III,16,0
313,634.03,100,2006ApJ...648..580H,S,BD+56 523,*,02 19 04.9811102952 +56 57 31.057209684,~,10.65,10.5140,~,~,B1.5III,16,0
314,634.03,100,2012AJ....144..158M,B,BD+56 523,*,02 19 04.9811102952 +56 57 31.057209684,~,10.65,10.5140,~,~,B1.5III,16,0
315,96.80,70,2020A&A...633A..99C,B,NGC 869 1085,*,02 19 06.9682189560 +57 09 04.462023780,10.27,10.766,10.4700,~,~,B2.0III,27,0
316,96.80,70,2020A&A...640A...1C,B,NGC 869 1085,*,02 19 06.9682189560 +57 09 04.462023780,10.27,10.766,10.4700,~,~,B2.0III,27,0
317,96.80,100,2006ApJ...648..580H,S,NGC 869 1085,*,02 19 06.9682189560 +57 09 04.462023780,10.27,10.766,10.4700,~,~,B2.0III,27,0
318,96.80,100,2012AJ....144..158M,B,NGC 869 1085,*,02 19 06.9682189560 +57 09 04.462023780,10.27,10.766,10.4700,~,~,B2.0III,27,0
319,406.26,50,2020A&A...633A..99C,B,BD+56 528,Pu*,02 19 10.6810880568 +57 01 29.855395740,~,9.99,9.8700,~,8.6622,B1Vn,21,0
320,406.26,100,2006ApJ...648..580H,S,BD+56 528,Pu*,02 19 10.6810880568 +57 01 29.855395740,~,9.99,9.8700,~,8.6622,B1Vn,21,0
321,406.26,100,2012AJ....144..158M,B,BD+56 528,Pu*,02 19 10.6810880568 +57 01 29.855395740,~,9.99,9.8700,~,8.6622,B1Vn,21,0
322,406.26,100,2018A&A...616A..10G,B,BD+56 528,Pu*,02 19 10.6810880568 +57 01 29.855395740,~,9.99,9.8700,~,8.6622,B1Vn,21,0
323,130.26,100,2010ApJ...722..605H,B,BD+56 529,Be*,02 19 13.6735270416 +57 07 43.570965000,10.24,10.59,10.2290,~,8.6693,B1Ve,44,0
324,130.26,100,2012AJ....144..158M,B,BD+56 529,Be*,02 19 13.6735270416 +57 07 43.570965000,10.24,10.59,10.2290,~,8.6693,B1Ve,44,0
325,303.03,80,2020A&A...633A..99C,B,NGC 869 1166,*,02 19 14.4355266552 +57 12 33.719110236,~,13.70,13.125,13.06,12.485,B3.5V,11,0
326,303.03,80,2020A&A...640A...1C,B,NGC 869 1166,*,02 19 14.4355266552 +57 12 33.719110236,~,13.70,13.125,13.06,12.485,B3.5V,11,0
327,303.03,100,2010ApJS..186..191C,B,NGC 869 1166,*,02 19 14.4355266552 +57 12 33.719110236,~,13.70,13.125,13.06,12.485,B3.5V,11,0
328,303.03,100,2018A&A...616A..10G,B,NGC 869 1166,*,02 19 14.4355266552 +57 12 33.719110236,~,13.70,13.125,13.06,12.485,B3.5V,11,0
329,141.26,60,2020A&A...633A..99C,B,NGC 869 1181,*,02 19 15.1494676536 +57 08 12.593592168,~,13.05,12.6917,~,12.1583,B3.0V,16,0
330,141.26,100,2012AJ....144..158M,B,NGC 869 1181,*,02 19 15.1494676536 +57 08 12.593592168,~,13.05,12.6917,~,12.1583,B3.0V,16,0
331,141.26,100,2018A&A...616A..10G,B,NGC 869 1181,*,02 19 15.1494676536 +57 08 12.593592168,~,13.05,12.6917,~,12.1583,B3.0V,16,0
332,233.44,70,2020A&A...633A..99C,B,NGC 869 1187,*,02 19 16.5714069168 +57 10 59.249964180,10.8,11.21,10.8430,~,10.1438,B1.0V,34,0
333,233.44,70,2020A&A...640A...1C,B,NGC 869 1187,*,02 19 16.5714069168 +57 10 59.249964180,10.8,11.21,10.8430,~,10.1438,B1.0V,34,0
334,233.44,100,2010ApJ...722..605H,B,NGC 869 1187,*,02 19 16.5714069168 +57 10 59.249964180,10.8,11.21,10.8430,~,10.1438,B1.0V,34,0
335,233.44,100,2018A&A...616A..10G,B,NGC 869 1187,*,02 19 16.5714069168 +57 10 59.249964180,10.8,11.21,10.8430,~,10.1438,B1.0V,34,0
336,241.63,60,2020A&A...633A..99C,B,HD 14162,Be*,02 19 27.4668283440 +57 08 17.649813192,9.26,9.605,8.4634,9.42,7.8474,B0.5V,57,0
337,241.63,100,2006ApJ...648..580H,S,HD 14162,Be*,02 19 27.4668283440 +57 08 17.649813192,9.26,9.605,8.4634,9.42,7.8474,B0.5V,57,0
338,241.63,100,2012AJ....144..158M,B,HD 14162,Be*,02 19 27.4668283440 +57 08 17.649813192,9.26,9.605,8.4634,9.42,7.8474,B0.5V,57,0
