-0.1694	12.2727
-0.1694	12.2727
-0.1694	12.2727
-0.1694	12.2727
-0.2113	10.7850
-0.2113	10.7850
-0.2113	10.7850
-0.1488	12.0710
-0.1488	12.0710
-0.1488	12.0710
-0.1488	12.0710
-0.2391	11.0730
-0.2391	11.0730
-0.2391	11.0730
-0.2301	10.0010
-0.2135	10.9050
-0.2135	10.9050
-0.2135	10.9050
-0.2135	10.9050
-0.1815	10.3051
-0.1815	10.3051
-0.2214	10.2290
-0.2214	10.2290
-0.2452	10.8430
-0.2452	10.8430
-0.2452	10.8430
-0.2452	10.8430
-0.3042	13.0010
0.0723	12.6577
-0.1591	11.6280
-0.1591	11.6280
-0.1591	11.6280
-0.2430	11.1110
0.1354	11.3740
0.2442	12.8370
-0.1887	12.6210
-0.1887	12.6210
-0.1887	12.6210
-0.2128	11.5260
-0.2003	12.5212
-0.2003	12.5212
-0.2403	11.6090
-0.2403	11.6090
-0.2403	11.6090
-0.1979	12.0720
-0.1979	12.0720
-0.1979	12.0720
-0.1979	12.0720
-0.1979	12.0720
-0.1979	12.0720
-0.2929	9.5590
-0.2929	9.5590
-0.1520	13.5386
-0.1520	13.5386
-0.1520	13.5386
-0.1520	13.5386
-0.1591	12.9940
-0.1591	12.9940
-0.1591	12.9940
-0.2317	9.2860
-0.2317	9.2860
-0.2317	9.2860
-0.2490	9.8200
-0.2490	9.8200
