-0.2965	-1.0248
-0.2966	-1.0251
-0.2966	-1.0251
-0.2966	-1.0251
-0.1694	-0.5915
-0.1694	-0.5915
-0.1694	-0.5915
-0.1694	-0.5915
-0.2113	-0.7345
-0.2113	-0.7345
-0.2113	-0.7345
-0.1488	-0.5221
-0.1488	-0.5221
-0.1488	-0.5221
-0.1488	-0.5221
-0.2391	-0.8300
-0.2391	-0.8300
-0.2391	-0.8300
-0.2722	-0.9429
-0.2722	-0.9429
-0.2722	-0.9429
-0.2347	-0.8149
-0.2347	-0.8149
-0.2347	-0.8149
-0.2336	-0.8111
-0.2336	-0.8111
-0.2336	-0.8111
-0.2301	-0.7990
-0.2135	-0.7420
-0.2135	-0.7420
-0.2135	-0.7420
-0.2135	-0.7420
-0.1815	-0.6327
-0.1815	-0.6327
-0.2581	-0.8950
-0.2581	-0.8950
-0.2581	-0.8950
-0.2581	-0.8950
-0.2214	-0.7693
-0.2214	-0.7693
-0.2452	-0.8508
-0.2452	-0.8508
-0.2452	-0.8508
-0.2452	-0.8508
-0.3042	-1.0505
0.0723	0.1082
-0.2029	-0.7057
-0.2029	-0.7057
-0.2029	-0.7057
-0.1922	-0.6692
-0.1922	-0.6692
-0.1922	-0.6692
-0.1591	-0.5568
-0.1591	-0.5568
-0.1591	-0.5568
-0.2430	-0.8432
-0.2734	-0.9470
-0.2734	-0.9470
0.1354	0.1090
0.2442	0.0863
-0.2851	-0.9865
-0.1887	-0.6571
-0.1887	-0.6571
-0.1887	-0.6571
-0.2128	-0.7397
-0.1964	-0.6836
-0.1964	-0.6836
-0.2003	-0.6970
-0.2003	-0.6970
-0.2403	-0.8341
-0.2403	-0.8341
-0.2403	-0.8341
-0.1979	-0.6886
-0.1979	-0.6886
-0.1979	-0.6886
-0.1979	-0.6886
-0.1979	-0.6886
-0.1979	-0.6886
-0.2478	-0.8596
-0.2478	-0.8596
-0.2478	-0.8596
-0.2478	-0.8596
-0.2284	-0.7933
-0.2284	-0.7933
-0.2284	-0.7933
-0.2366	-0.8214
-0.2366	-0.8214
-0.2366	-0.8214
-0.2929	-1.0128
-0.2929	-1.0128
-0.1520	-0.5328
-0.1520	-0.5328
-0.1520	-0.5328
-0.1520	-0.5328
-0.1591	-0.5569
-0.1591	-0.5569
-0.1591	-0.5569
-0.2317	-0.8045
-0.2317	-0.8045
-0.2317	-0.8045
-0.2490	-0.8637
-0.2490	-0.8637
-0.2301	-0.7992
-0.2301	-0.7992
-0.2301	-0.7992
-0.2528	-0.8767
-0.2528	-0.8767
