-0.3500	-5.8000
-0.3400	-5.2813
-0.3300	-4.8127
-0.3200	-4.4128
-0.3100	-4.1000
-0.3000	-3.8400
-0.2900	-3.5862
-0.2800	-3.3393
-0.2700	-3.0996
-0.2600	-2.8679
-0.2500	-2.6446
-0.2400	-2.4301
-0.2300	-2.2252
-0.2200	-2.0302
-0.2100	-1.8458
-0.2000	-1.6724
-0.1900	-1.5106
-0.1800	-1.3609
-0.1700	-1.2239
-0.1600	-1.1000
-0.1500	-0.9830
-0.1400	-0.8663
-0.1300	-0.7499
-0.1200	-0.6340
-0.1100	-0.5185
-0.1000	-0.4036
-0.0900	-0.2893
-0.0800	-0.1757
-0.0700	-0.0628
-0.0600	0.0492
-0.0500	0.1603
-0.0400	0.2705
-0.0300	0.3796
-0.0200	0.4876
-0.0100	0.5944
0.0000	0.7000
0.0100	0.8064
0.0200	0.9152
0.0300	1.0253
0.0400	1.1360
0.0500	1.2461
0.0600	1.3549
0.0700	1.4614
0.0800	1.5647
0.0900	1.6638
0.1000	1.7578
0.1100	1.8458
0.1200	1.9268
0.1300	2.0000
0.1400	2.0647
0.1500	2.1218
0.1600	2.1723
0.1700	2.2172
0.1800	2.2578
0.1900	2.2949
0.2000	2.3298
0.2100	2.3635
0.2200	2.3970
0.2300	2.4314
0.2400	2.4679
0.2500	2.5074
0.2600	2.5511
0.2700	2.6000
0.2800	2.6517
0.2900	2.7030
0.3000	2.7541
0.3100	2.8051
0.3200	2.8562
0.3300	2.9074
0.3400	2.9590
0.3500	3.0111
0.3600	3.0637
0.3700	3.1172
0.3800	3.1714
0.3900	3.2267
0.4000	3.2831
0.4100	3.3409
0.4200	3.4000
0.4300	3.4603
0.4400	3.5213
0.4500	3.5830
0.4600	3.6453
0.4700	3.7080
0.4800	3.7710
0.4900	3.8343
0.5000	3.8978
0.5100	3.9613
0.5200	4.0249
0.5300	4.0883
0.5400	4.1514
0.5500	4.2143
0.5600	4.2767
0.5700	4.3387
0.5800	4.4000
0.5900	4.4611
0.6000	4.5222
0.6100	4.5832
0.6200	4.6439
0.6300	4.7041
0.6400	4.7638
0.6500	4.8227
0.6600	4.8807
0.6700	4.9375
0.6800	4.9932
0.6900	5.0474
0.7000	5.1000
0.7100	5.1506
0.7200	5.1991
0.7300	5.2456
0.7400	5.2904
0.7500	5.3337
0.7600	5.3756
0.7700	5.4165
0.7800	5.4565
0.7900	5.4958
0.8000	5.5347
0.8100	5.5734
0.8200	5.6120
0.8300	5.6508
0.8400	5.6901
0.8500	5.7299
0.8600	5.7707
0.8700	5.8124
0.8800	5.8555
0.8900	5.9000
0.9000	5.9455
0.9100	5.9914
0.9200	6.0375
0.9300	6.0840
0.9400	6.1307
0.9500	6.1777
0.9600	6.2249
0.9700	6.2724
0.9800	6.3202
0.9900	6.3681
1.0000	6.4162
1.0100	6.4646
1.0200	6.5130
1.0300	6.5617
1.0400	6.6105
1.0500	6.6594
1.0600	6.7084
1.0700	6.7575
1.0800	6.8067
1.0900	6.8559
1.1000	6.9053
1.1100	6.9546
1.1200	7.0040
1.1300	7.0534
1.1400	7.1028
1.1500	7.1521
1.1600	7.2015
1.1700	7.2508
1.1800	7.3000
1.1900	7.3497
1.2000	7.4006
1.2100	7.4525
1.2200	7.5055
1.2300	7.5595
1.2400	7.6147
1.2500	7.6708
1.2600	7.7280
1.2700	7.7862
1.2800	7.8455
1.2900	7.9057
1.3000	7.9670
1.3100	8.0292
1.3200	8.0925
1.3300	8.1567
1.3400	8.2219
1.3500	8.2880
1.3600	8.3551
1.3700	8.4231
1.3800	8.4921
1.3900	8.5619
1.4000	8.6327
1.4100	8.7044
1.4200	8.7770
1.4300	8.8504
1.4400	8.9248
1.4500	9.0000
1.4600	9.0818
1.4700	9.1757
1.4800	9.2809
1.4900	9.3968
1.5000	9.5229
1.5100	9.6585
1.5200	9.8030
1.5300	9.9557
1.5400	10.1160
1.5500	10.2834
1.5600	10.4571
1.5700	10.6367
1.5800	10.8213
1.5900	11.0105
1.6000	11.2036
1.6100	11.3999
1.6200	11.5990
